index,prediction,ground_truth,pred_mu_min,pred_mu_max,pred_mu_mean,maniqa,musiq,clipiqa,dists
39,../../results/gmodiff_test/39.hdr,/mnt/e/Ecode/all/Test/ManStanding/HDRImg.hdr,0.04463445767760277,0.9986162781715393,0.37167447805404663,0.6055508255958557,62.329097747802734,0.34054702520370483,0.002180635929107666
40,../../results/gmodiff_test/40.hdr,/mnt/e/Ecode/all/Test/PeopleStanding/HDRImg.hdr,0.08531221002340317,1.0009135007858276,0.46367427706718445,0.6805996894836426,66.53450775146484,0.5873069167137146,0.004230618476867676
41,../../results/gmodiff_test/41.hdr,/mnt/e/Ecode/all/Test/PeopleTalking/HDRImg.hdr,0.014713761396706104,1.0009135007858276,0.3802252411842346,0.6237562894821167,66.06729888916016,0.39040252566337585,0.010883927345275879
42,../../results/gmodiff_test/42.hdr,/mnt/e/Ecode/all/Test/scene_0007_1/HDRImg.hdr,0.0,0.9827432036399841,0.567211389541626,0.6138232946395874,69.30591583251953,0.37418898940086365,0.005250155925750732
43,../../results/gmodiff_test/43.hdr,/mnt/e/Ecode/all/Test/scene_0007_2/HDRImg.hdr,0.0,0.9811388850212097,0.5666764974594116,0.6358056664466858,69.4441909790039,0.34706825017929077,0.0057070255279541016
44,../../results/gmodiff_test/44.hdr,/mnt/e/Ecode/all/Test/scene_0007_3/HDRImg.hdr,0.0,0.9240195155143738,0.565764844417572,0.6340833902359009,70.21090698242188,0.36423516273498535,0.0049887895584106445
45,../../results/gmodiff_test/45.hdr,/mnt/e/Ecode/all/Test/scene_0012_1/HDRImg.hdr,0.0312698632478714,0.8262667655944824,0.49247923493385315,0.5593056678771973,63.39695739746094,0.49507075548171997,0.009038686752319336
46,../../results/gmodiff_test/46.hdr,/mnt/e/Ecode/all/Test/scene_0012_2/HDRImg.hdr,0.04425104334950447,0.821121096611023,0.49152639508247375,0.5554924607276917,62.1247673034668,0.48415374755859375,0.008692562580108643
47,../../results/gmodiff_test/47.hdr,/mnt/e/Ecode/all/Test/scene_0012_3/HDRImg.hdr,0.04425104334950447,0.8252554535865784,0.492112398147583,0.542905867099762,61.26554489135742,0.48405519127845764,0.008438944816589355
48,../../results/gmodiff_test/48.hdr,/mnt/e/Ecode/all/Test/scene_0014_1/HDRImg.hdr,0.24216417968273163,0.9650028944015503,0.6422311067581177,0.5587372183799744,64.72978973388672,0.4534854590892792,0.002564549446105957
49,../../results/gmodiff_test/49.hdr,/mnt/e/Ecode/all/Test/scene_0014_2/HDRImg.hdr,0.23986442387104034,0.9692496061325073,0.6420702338218689,0.5721176266670227,63.71064376831055,0.4556463360786438,0.005633115768432617
50,../../results/gmodiff_test/50.hdr,/mnt/e/Ecode/all/Test/scene_0014_3/HDRImg.hdr,0.23810957372188568,0.9618726968765259,0.6422117948532104,0.5757856369018555,64.2082290649414,0.42983290553092957,0.009391069412231445
